menu_id,restaurant_id,name,price,image_url
cafe_003_menu_020,cafe_003,글레이즈도넛(4ea),5300,
cafe_003_menu_021,cafe_003,피넛크림라떼(ONLY ICE),5800,
cafe_003_menu_022,cafe_003,커피오렌망(ONLY ICE),4700,
cafe_003_menu_023,cafe_003,할미숫가루 (보틀포함),8500,
cafe_003_menu_024,cafe_003,아메리터 (보틀포함)((ONLY ICE)),5800,
cafe_003_menu_025,cafe_003,디카페인 아메리터(보틀포함),7300,
cafe_003_menu_026,cafe_003,딥카페라떼 (보틀포함),7300,
cafe_003_menu_027,cafe_003,디카페인 딥카페라떼 (보틀포함),8800,
cafe_003_menu_028,cafe_003,카페라떼 (보틀포함),7300,
cafe_003_menu_029,cafe_003,디카페인 카페라떼 (보틀포함),8800,
cafe_003_menu_030,cafe_003,바닐라라떼 (보틀포함),8500,
cafe_003_menu_031,cafe_003,디카페인 바닐라라떼 (보틀포함),10000,
cafe_003_menu_032,cafe_003,우지믹스커피 (보틀포함)((ONLY ICE)),6500,
cafe_003_menu_033,cafe_003,초코라떼 (보틀포함)((ONLY ICE)),8000,
cafe_003_menu_034,cafe_003,리얼딸기라떼 (보틀포함)((ONLY ICE)),7800,
cafe_003_menu_035,cafe_003,복숭아아이스티 (보틀포함)((ONLY ICE)),7000,
cafe_003_menu_036,cafe_003,석류아이스티 (보틀포함)((ONLY ICE)),7000,
cafe_003_menu_037,cafe_003,아메리카노,2800,
cafe_003_menu_038,cafe_003,"아메리터 (1L, 보틀 미포함)(ONLY ICE)",4300,
cafe_003_menu_039,cafe_003,헤이즐넛 아메리카노,4200,
cafe_003_menu_040,cafe_003,제로 헤이즐넛 아메리카노,4400,
cafe_003_menu_041,cafe_003,피칸 아메리카노,4200,
cafe_003_menu_042,cafe_003,꿀 아메리카노,4200,
cafe_003_menu_043,cafe_003,[SIGNATURE] 딥카페라떼,4300,
cafe_003_menu_044,cafe_003,"딥카페라떼 (1L, 보틀 미포함)",5800,
cafe_003_menu_045,cafe_003,카페라떼,4300,
cafe_003_menu_046,cafe_003,"카페라떼 (1L, 보틀 미포함)",5800,
cafe_003_menu_047,cafe_003,바닐라라떼,5000,
cafe_003_menu_048,cafe_003,라이트 바닐라라떼,5400,
cafe_003_menu_049,cafe_003,오모테산도커피,5800,
cafe_003_menu_050,cafe_003,레모니카노 (ONLY ICE),5000,
cafe_003_menu_051,cafe_003,"바닐라라떼 (1L, 보틀 미포함)",7000,
cafe_003_menu_052,cafe_003,헤이즐넛 라떼,5000,
